nra,estado,municipio
DPM2800300090,Tamaulipas,Altamira
DPM520803711,Chihuahua,Juárez
DPM5P1505111,México,Lerma
DPM5U1506211,México,Ocoyoacac
DPM5U2800311,Tamaulipas,Altamira
DPM7L1407011,Jalisco,Tlajomulco de Zúñiga
DQM0900200102,Ciudad de México,Azcapotzalco
DQM1901800037,Nuevo León,García
DQM2201401282,Querétaro,Querétaro
DQM5I0900211,Ciudad de México,Azcapotzalco
DQM6M2903111,Tlaxcala,Tetla de la Solidaridad
DQT5Q0901111,Ciudad de México,Tláhuac
DQU5W1512111,México,Cuautitlán
DQU5W1512111,México,Cuautitlán Izcalli
DRA5Q3004811,Veracruz de Ignacio de la Llave,Cosoleacaque
DSE520200311,Baja California,Tecate
DSE520200312,Baja California,Tecate
DSE9L0502711,Coahuila de Zaragoza,Ramos Arizpe
DSE9M0503511,Coahuila de Zaragoza,Torreón
DSE9M0801911,Chihuahua,Chihuahua
DSI9U0803711,Chihuahua,Juárez
DSM5G2803211,Tamaulipas,Reynosa
DSM5G3019311,Veracruz de Ignacio de la Llave,Veracruz
DSM6Z1505111,México,Lerma
DSM732700411,Tabasco,Centro
DSMC42700411,Tabasco,Centro
DSMK93019311,Veracruz de Ignacio de la Llave,Veracruz
DSMKE0400311,Campeche,Carmen
DSMR53004011,Veracruz de Ignacio de la Llave,Coatzintla
DSMR53019311,Veracruz de Ignacio de la Llave,Veracruz
DSRLV0900711,Ciudad de México,Iztapalapa
DSU1104400023,Guanajuato,Villagrán
DTCSH2300811,Quintana Roo,Solidaridad
DTE6E0801911,Chihuahua,Chihuahua
DTI6J0200411,Baja California,Tijuana
DTM1102700006,Guanajuato,Salamanca
DTM2402800677,San Luis Potosí,San Luis Potosí
DTM6T1901911,Nuevo León,San Pedro Garza García
DTM6T1901921,Nuevo León,San Pedro Garza García
DTM6T1904811,Nuevo León,Santa Catarina
DTMM12803211,Tamaulipas,Matamoros
DTR9G0503021,Coahuila de Zaragoza,Saltillo
DTSLJ1407011,Jalisco,El Salto
DULEA1512121,México,Cuautitlán Izcalli
DUMTF0200311,Baja California,Tecate
DUP5S1901911,Nuevo León,San Pedro Garza García
DURLM1510411,México,Tlalnepantla de Baz
DVC0503000075,Coahuila de Zaragoza,Saltillo
DVC1510600721,México,Toluca
DVC9G1510111,México,Tianguistenco
DVC9G1510611,México,Toluca
DVC9G1901821,Nuevo León,García
DVC9L1510111,México,Tianguistenco
DVCKE0901611,Ciudad de México,Miguel Hidalgo
DVLEE0901611,Ciudad de México,Miguel Hidalgo
DVPKE1304811,Hidalgo,Pachuca de Soto
DVSEE0901511,Ciudad de México,Cuauhtémoc
DXC2300500511,Quintana Roo,Benito Juárez
DYN1903900243,Nuevo León,Monterrey
DYW2A1505111,México,Lerma
EAA0501000049,Coahuila de Zaragoza,Frontera
EAA9M1900611,Nuevo León,Apodaca
EAALS2800311,Tamaulipas,Altamira
EAAMV1900611,Nuevo León,Apodaca
EAAQF1900611,Nuevo León,Apodaca
EAB6D1409811,Jalisco,San Pedro Tlaquepaque
EAC362201411,Querétaro,Querétaro
EAC8E0500211,Coahuila de Zaragoza,Acuña
EAG360100111,Aguascalientes,Aguascalientes
EAG360100112,Aguascalientes,Aguascalientes
EAG361403912,Jalisco,Guadalajara
EAG361412011,Jalisco,Zapopan
EAG5U1509511,México,Tepotzotlán
EAL7I2402811,San Luis Potosí,San Luis Potosí
EAL7U2111411,Puebla,Puebla
EALKE1412011,Jalisco,Zapopan
EAM2300500216,Quintana Roo,Benito Juárez
EAM3010800036,Veracruz de Ignacio de la Llave,Minatitlán
EAM3105000235,Yucatán,Mérida
EAM360100111,Aguascalientes,Aguascalientes
EAM360200311,Baja California,Tecate
EAM7X2402811,San Luis Potosí,San Luis Potosí
EAM9M2904111,Tlaxcala,Papalotla de Xicohténcatl
EAMBB1407011,Jalisco,El Salto
EANEE1512111,México,Cuautitlán
EANEE1512111,México,Cuautitlán Izcalli
EAO8Z1904111,Nuevo León,Pesquería
EAOBB1901611,Nuevo León,Doctor González
EAP2904300020,Tlaxcala,Yauhquemehcan
EAPAD2300111,Quintana Roo,Cozumel
EATAD3018911,Veracruz de Ignacio de la Llave,Tuxpan
EAUEA1501411,México,Atlacomulco
EAUEE1304811,Hidalgo,Pachuca de Soto
EAUKE0900411,Ciudad de México,Cuajimalpa de Morelos
EAVAD1103311,Guanajuato,San Luis de la Paz
EAXLS0200211,Baja California,Mexicali
EAXLS0200212,Baja California,Mexicali
EBCAD0200211,Baja California,Mexicali
EBE1902600553,Nuevo León,Guadalupe
EBE362300511,Quintana Roo,Benito Juárez
EBM8L0803711,Chihuahua,Juárez
EBMAZ0803711,Chihuahua,Juárez
EBMNV0803711,Chihuahua,Juárez
ECA362300511,Quintana Roo,Benito Juárez
ECAAD0400711,Campeche,Palizada
ECAAD0400712,Campeche,Palizada
ECAKE1503311,México,Ecatepec de Morelos
ECAMB1505711,México,Naucalpan de Juárez
ECAMB1505751,México,Naucalpan de Juárez
ECARB0200111,Baja California,Ensenada
ECC421701111,Morelos,Jiutepec
ECC5U1904611,Nuevo León,San Nicolás de los Garza
ECE0100100089,Aguascalientes,Aguascalientes
ECE1100700142,Guanajuato,Celaya
ECIAD0803711,Chihuahua,Juárez
ECIMB3004811,Veracruz de Ignacio de la Llave,Cosoleacaque
ECL8Z2903111,Tlaxcala,Tetla de la Solidaridad
ECL912201611,Querétaro,San Juan del Río
ECM910803711,Chihuahua,Juárez
ECM910803712,Chihuahua,Juárez
ECM910803713,Chihuahua,Juárez
ECM910803722,Chihuahua,Juárez
ECM9M0803711,Chihuahua,Juárez
ECM9M0803712,Chihuahua,Juárez
ECO0400300542,Campeche,Carmen
ECO1501000011,México,Apaxco
ECO1900600401,Nuevo León,Apodaca
ECO2201400823,Querétaro,Querétaro
ECO2402800766,San Luis Potosí,San Luis Potosí
ECO2603000670,Sonora,Hermosillo
ECO2803200143,Tamaulipas,Reynosa
ECO2N1509011,México,Tenango del Valle
ECO460503211,Coahuila de Zaragoza,San Juan de Sabinas
ECO912803211,Tamaulipas,Reynosa
ECO912803221,Tamaulipas,Reynosa
ECO912803222,Tamaulipas,Reynosa
ECO9J2201411,Querétaro,Querétaro
ECOB80900211,Ciudad de México,Azcapotzalco
ECOBB1200111,Guerrero,Acapulco de Juárez
ECOBB2701212,Tabasco,Macuspana
ECOBB3008711,Veracruz de Ignacio de la Llave,Xalapa
ECOBT0600211,Colima,Colima
ECOEA2803211,Tamaulipas,Reynosa
ECOJW1505111,México,Lerma
ECOLU1100711,Guanajuato,Celaya
ECOLV1902111,Nuevo León,General Escobedo
ECOLY0502711,Coahuila de Zaragoza,Ramos Arizpe
ECOLY0600911,Colima,Tecomán
ECOLY1501011,México,Apaxco
ECOLY3008511,Veracruz de Ignacio de la Llave,Ixtaczoquitlán
ECOQ23110111,Yucatán,Umán
ECOQV1903211,Nuevo León,Lampazos de Naranjo
ECOS71102011,Guanajuato,León
ECOUB0600211,Colima,Colima
ECR1901800137,Nuevo León,García
ECS2803700005,Tamaulipas,Soto la Marina
ECT1900600142,Nuevo León,Apodaca
ECT1904600078,Nuevo León,San Nicolás de los Garza
ECT571507011,México,La Paz
ECT571903912,Nuevo León,Monterrey
ECT580708911,Chiapas,Tapachula
ECT581402311,Jalisco,Zapotlán el Grande
ECT581900611,Nuevo León,Apodaca
ECT581904611,Nuevo León,San Nicolás de los Garza
ECT911403911,Jalisco,Guadalajara
ECTAI1410811,Jalisco,Tuxpan
ECTLK1403911,Jalisco,Guadalajara
ECTLK1403912,Jalisco,Guadalajara
ECU1610200455,Michoacán de Ocampo,Uruapan
ECU1M0100111,Aguascalientes,Aguascalientes
ECU220000002,Querétaro,Querétaro
ECU220000003,Querétaro,Querétaro
ECU362500612,Sinaloa,Culiacán
ECU560901711,Ciudad de México,Venustiano Carranza
ECU580901711,Ciudad de México,Venustiano Carranza
ECU5L1610211,Michoacán de Ocampo,Uruapan
ECUEA0901711,Ciudad de México,Venustiano Carranza
ECUEA0901721,Ciudad de México,Venustiano Carranza
ECVMQ2804111,Tamaulipas,Victoria
EDG0702700010,Chiapas,Chiapa de Corzo
EDIKN0803711,Chihuahua,Juárez
EDIMV0803711,Chihuahua,Juárez
EDM0101100010,Aguascalientes,Aguascalientes
EDM100901511,Campeche,Carmen
EDM910803711,Chihuahua,Juárez
EDM950803711,Chihuahua,Juárez
EDM950803712,Chihuahua,Juárez
EDMAW0803711,Chihuahua,Juárez
EDMAW0803712,Chihuahua,Juárez
EDMK92700311,Campeche,Carmen
EDMK92700311,Tabasco,Centla
EDO0901700117,Ciudad de México,Venustiano Carranza
EDU0803700009,Chihuahua,Juárez
EDU0803700392,Chihuahua,Juárez
EDU1411400001,Jalisco,Villa Corona
EDU1M1000511,Durango,Durango
EDU520803711,Chihuahua,Juárez
EDU7A0803711,Chihuahua,Juárez
EDU9M1000511,Durango,Durango
EDU9M1000512,Durango,Durango
EEC3105000709,Yucatán,Mérida
EEI2402800284,San Luis Potosí,Villa de Reyes
EEL581000711,Durango,Gómez Palacio
EELND1510411,México,Tlalnepantla de Baz
EEM102803211,Tamaulipas,Reynosa
EEM580708911,Chiapas,Tapachula
EEM8V0803711,Chihuahua,Juárez
EEMEA2201411,Querétaro,Querétaro
EEMRE1507011,México,La Paz
EEO5E1412011,Jalisco,Zapopan
EES1C0803711,Chihuahua,Juárez
EES9U0803711,Chihuahua,Juárez
EEV1501600005,México,Axapusco
EEV1501600026,México,Axapusco
EEW6E2903111,Tlaxcala,Tetla de la Solidaridad
EEX0503500151,Coahuila de Zaragoza,Torreón
EEX0503500181,Coahuila de Zaragoza,Torreón
EEX1100700022,Guanajuato,Celaya
EEX1901800002,Nuevo León,García
EEX1902100006,Nuevo León,General Escobedo
EEX8Z1100711,Guanajuato,Celaya
EEX8Z1901211,Nuevo León,Ciénega de Flores
EEXBB1901911,Nuevo León,García
EEXLJ1901211,Nuevo León,Ciénega de Flores
EEXND1901211,Nuevo León,Ciénega de Flores
EFA361409811,Jalisco,San Pedro Tlaquepaque
EFM9M2402811,San Luis Potosí,San Luis Potosí
EFR360803711,Chihuahua,Juárez
EFREA0803711,Chihuahua,Juárez
EFU360200413,Baja California,Tijuana
EFU360801711,Chihuahua,Cuauhtémoc
EFU362500111,Sinaloa,Ahome
EGCC22200611,Querétaro,Corregidora
EGCM92200611,Querétaro,Corregidora
EGM6E2201411,Querétaro,Querétaro
EGU361000511,Durango,Durango
EGU361000512,Durango,Durango
EGU362055321,Oaxaca,Tlalixtac de Cabrera
EGU7W2055311,Oaxaca,Tlalixtac de Cabrera
EHBQD1101711,Guanajuato,Irapuato
EHE362111412,Puebla,Puebla
EHE6G2603011,Sonora,Hermosillo
EHO1W2201111,Querétaro,El Marqués
EHP0803700413,Chihuahua,Juárez
EHP910803711,Chihuahua,Juárez
EHV1510601190,México,Toluca
EHV1512102611,México,Cuautitlán Izcalli
EIA2802200023,Tamaulipas,Matamoros
EIAEA0803741,Chihuahua,Juárez
EIAMV0803712,Chihuahua,Juárez
EIAMV0803713,Chihuahua,Juárez
EIAMV0803714,Chihuahua,Chihuahua
EIEBB1404411,Jalisco,Ixtlahuacán de los Membrillos
EIG7W1510911,México,Tultitlán
EILEA1403911,Jalisco,Guadalajara
EIM6E1102011,Guanajuato,León
EIN0100100653,Aguascalientes,Aguascalientes
EIN0100100710,Aguascalientes,Aguascalientes
EIN2201600071,Querétaro,San Juan del Río
EIN3003900197,Veracruz de Ignacio de la Llave,Coatzacoalcos
EIN8A2604311,Sonora,Nogales
EIN901510911,México,Tultitlán
EIN910200411,Baja California,Tijuana
EIN910803711,Chihuahua,Juárez
EIN912802711,Tamaulipas,Nuevo Laredo
EIN912803221,Tamaulipas,Reynosa
EIN9M0100111,Aguascalientes,Aguascalientes
EINA40803711,Chihuahua,Juárez
EIP5E1502911,México,La Paz
EIP6E3105011,Yucatán,Mérida
EIQMB1510411,México,Tlalnepantla de Baz
EIT520200411,Baja California,Tijuana
EIT852500111,Sinaloa,Ahome
EJE6D1505811,México,Nezahualcóyotl
EJU5Y0803711,Chihuahua,Juárez
EJU5Y0803712,Chihuahua,Juárez
EJU910803721,Chihuahua,Juárez
EKM9M1510611,México,Toluca
ELA581510911,México,Tultitlán
ELA6D1505711,México,Naucalpan de Juárez
ELA6D1505712,México,Naucalpan de Juárez
ELA7V0900511,Ciudad de México,Gustavo A. Madero
ELA8T1900611,Nuevo León,Apodaca
ELAB30503511,Coahuila de Zaragoza,Torreón
ELC941900611,Nuevo León,Apodaca
ELCRP2201611,Querétaro,San Juan del Río
ELE820801711,Chihuahua,Cuauhtémoc
ELE820801721,Chihuahua,Cuauhtémoc
ELE910900611,Ciudad de México,Iztacalco
ELE911409711,Jalisco,Tlajomulco de Zúñiga
ELEEA1505711,México,Naucalpan de Juárez
ELEHI1409711,Jalisco,Tlajomulco de Zúñiga
ELELK0900611,Ciudad de México,Iztacalco
ELM5T0900311,Ciudad de México,Coyoacán
ELMK92402811,San Luis Potosí,San Luis Potosí
ELO5P1000711,Durango,Gómez Palacio
ELOEA1000711,Durango,Gómez Palacio
ELS900900211,Ciudad de México,Azcapotzalco
ELUM31501311,México,Atizapán de Zaragoza
EMA1902600606,Nuevo León,Guadalupe
EMA1W0900211,Ciudad de México,Azcapotzalco
EMA361305111,Hidalgo,Mineral de la Reforma
EMA361510911,México,Tultitlán
EMA362802111,Tamaulipas,El Mante
EMA571900611,Nuevo León,Apodaca
EMA571903911,Nuevo León,Apodaca
EMA571903912,Nuevo León,Monterrey
EMA581701111,Morelos,Jiutepec
EMA581701121,Morelos,Jiutepec
EMALT3105011,Yucatán,Mérida
EMAMI3105011,Yucatán,Mérida
EMAN31407011,Jalisco,El Salto
EMAQF0502711,Coahuila de Zaragoza,Ramos Arizpe
EMC8Z0503511,Coahuila de Zaragoza,Torreón
EMC8Z1100711,Guanajuato,Celaya
EMC8Z1100712,Guanajuato,Celaya
EMC8Z1902111,Nuevo León,General Escobedo
EMC8Z1903911,Nuevo León,Monterrey
EMCAD1511811,México,Zinacantepec
EMCLJ1901211,Nuevo León,Ciénega de Flores
EMCRP1903911,Nuevo León,Monterrey
EMCZU1901211,Nuevo León,Ciénega de Flores
EMCZU1901211,Nuevo León,Monterrey
EME0503500268,Coahuila de Zaragoza,Torreón
EME0801900667,Chihuahua,Chihuahua
EME0901600857,Ciudad de México,Miguel Hidalgo
EME1100500067,Guanajuato,Apaseo el Grande
EME1406600010,Jalisco,Poncitlán
EME1900900008,Nuevo León,Cadereyta Jiménez
EME1904800171,Nuevo León,Santa Catarina
EME2I1903811,Nuevo León,Montemorelos
EME2W2201111,Querétaro,El Marqués
EME3200500316,Zacatecas,Calera
EME5E0200411,Baja California,Tijuana
EME620500711,Coahuila de Zaragoza,Cuatro Ciénegas
EME690900211,Ciudad de México,Azcapotzalco
EME6E1512111,México,Cuautitlán Izcalli
EME7Q1509911,México,Texcoco
EME7Q1509913,México,Texcoco
EME7S1502411,México,Cuautitlán
EME7S1904611,Nuevo León,Monterrey
EME7S1904611,Nuevo León,San Nicolás de los Garza
EME7S1904612,Nuevo León,San Nicolás de los Garza
EME7S1904613,Nuevo León,San Nicolás de los Garza
EME7X1512111,México,Cuautitlán Izcalli
EME7X1900611,Nuevo León,Apodaca
EME7X2201411,Querétaro,Querétaro
EME860200211,Baja California,Mexicali
EME861900611,Nuevo León,Apodaca
EME8A0900711,Ciudad de México,Iztapalapa
EME8N1900611,Nuevo León,Apodaca
EME8T2803211,Tamaulipas,Reynosa
EME8Z1904611,Nuevo León,San Nicolás de los Garza
EME8Z1904621,Nuevo León,San Nicolás de los Garza
EME8Z1904622,Nuevo León,San Nicolás de los Garza
EME910200421,Baja California,Tijuana
EME910803711,Chihuahua,Juárez
EME910803721,Chihuahua,Juárez
EME910803722,Chihuahua,Juárez
EME910803731,Chihuahua,Juárez
EME9D0200211,Baja California,Mexicali
EME9M1503311,México,Ecatepec de Morelos
EME9M2402811,San Luis Potosí,San Luis Potosí
EMEBS1510421,México,Tlalnepantla de Baz
EMEEA0803711,Chihuahua,Juárez
EMEM10500411,Coahuila de Zaragoza,Arteaga
EMEMB1510411,México,Tlalnepantla de Baz
EMEMB1510421,México,Tlalnepantla de Baz
EMEMB3012311,Veracruz de Ignacio de la Llave,Pánuco
EMEMD1900611,Nuevo León,Apodaca
EMEMI0200211,Baja California,Mexicali
EMEQB3018912,Veracruz de Ignacio de la Llave,Tuxpan
EMEQR1406611,Jalisco,Poncitlán
EMEQX0503511,Coahuila de Zaragoza,Torreón
EMEV11904811,Nuevo León,Santa Catarina
EMG571407011,Jalisco,El Salto
EMGEA1407011,Jalisco,El Salto
EMHQF2201412,Querétaro,Querétaro
EMIKE1510411,México,Tlalnepantla de Baz
EMK2800300042,Tamaulipas,Altamira
EMM0502700034,Coahuila de Zaragoza,Ramos Arizpe
EMN0501100004,Coahuila de Zaragoza,General Cepeda
EMO1700700001,Morelos,Cuernavaca
EMO1901900127,Nuevo León,San Pedro Garza García
EMO950200411,Baja California,Tijuana
EMPA40803711,Chihuahua,Juárez
EMPLJ1409711,Jalisco,Tlajomulco de Zúñiga
EMQ2201401291,Querétaro,Querétaro
EMS561510411,México,Tlalnepantla de Baz
EMS571510411,México,Tlalnepantla de Baz
EMUEA1904611,Nuevo León,San Nicolás de los Garza
EMUND1904611,Nuevo León,San Nicolás de los Garza
EMX1407000040,Jalisco,El Salto
EMXHI1407011,Jalisco,El Salto
ENA0400300409,Campeche,Carmen
ENA1802000030,Nayarit,Bahía de Banderas
ENA8A1510411,México,Tlalnepantla de Baz
ENC110600411,Colima,Coquimatlán
ENC110600412,Colima,Coquimatlán
ENC110600511,Colima,Cuauhtémoc
ENC110600911,Colima,Tecomán
ENC111600811,Michoacán de Ocampo,Aquila
ENC1F1406511,Jalisco,Pihuamo
ENCEA0600411,Colima,Coquimatlán
ENCRP0600911,Colima,Tecomán
ENCSP1406511,Jalisco,Pihuamo
ENE3105000316,Yucatán,Mérida
ENE7X2201411,Querétaro,Querétaro
ENE8Z1904811,Nuevo León,Santa Catarina
ENEAD2800311,Tamaulipas,Altamira
ENG9M0502711,Coahuila de Zaragoza,Ramos Arizpe
ENM1507900012,México,Soyaniquilpan de Juárez
ENO190461113,Nuevo León,San Nicolás de los Garza
ENO3110100030,Yucatán,Umán
ENO360803711,Chihuahua,Juárez
ENO362802711,Tamaulipas,Nuevo Laredo
ENO6E2115611,Puebla,Tepanco de López
ENVN61510911,México,Tultitlán
EOC361409711,Jalisco,Tlajomulco de Zúñiga
EOM5I0900211,Ciudad de México,Azcapotzalco
EOM5R1510111,México,Tianguistenco
EOMMB0900211,Ciudad de México,Azcapotzalco
EOMMI0600711,Colima,Manzanillo
EOP1101700056,Guanajuato,Irapuato
EOP6E1407011,Jalisco,El Salto
EOP9M1510411,México,Tlalnepantla de Baz
EOPQF1103211,Guanajuato,San José Iturbide
EORBB2700411,Tabasco,Centro
EOREA2107411,Puebla,Huejotzingo
EORLT2111416,Puebla,Huejotzingo
EOSNV0200411,Baja California,Tijuana
EOTMV0803711,Chihuahua,Juárez
EOTMV0803712,Chihuahua,Juárez
EPA1Z2603311,Sonora,Huatabampo
EPA363010011,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano
EPC1I2201411,Querétaro,Querétaro
EPE102700811,Tabasco,Cárdenas
EPEHI1407011,Jalisco,El Salto
EPI2903900020,Tlaxcala,Xaloztoc
EPL7X2402811,San Luis Potosí,San Luis Potosí
EPM0502300002,Coahuila de Zaragoza,Ocampo
EPMEA2802211,Tamaulipas,Matamoros
EPOKE2201611,Querétaro,Tequisquiapan
EPQQV2500111,Sinaloa,Ahome
EPR363013112,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo
EPR741301311,Hidalgo,Atotonilco de Tula
EQGAX1512111,México,Cuautitlán Izcalli
EQI5M1904811,Nuevo León,Santa Catarina
EQMMB1503311,México,Ecatepec de Morelos
EQU1501900008,México,Capulhuac
EQU5P1100711,Guanajuato,Celaya
EQU7F0900711,Ciudad de México,Iztapalapa
EQU7X1403911,Jalisco,Guadalajara
EQUEA1403911,Jalisco,Guadalajara
ERA1904200008,Nuevo León,Los Ramones
ERE2803200018,Tamaulipas,Reynosa
ERE3I0100111,Aguascalientes,Aguascalientes
ERE6E2803211,Tamaulipas,Reynosa
ERE912803211,Tamaulipas,Reynosa
ERE912803212,Tamaulipas,Reynosa
EREBB1503311,México,Ecatepec de Morelos
ERERP2803211,Tamaulipas,Reynosa
ERG572802211,Tamaulipas,Matamoros
ESA0300200005,Baja California Sur,Mulegé
ESA1Z1104411,Guanajuato,Villagrán
ESA5I0300211,Baja California Sur,Mulegé
ESA5I0300212,Baja California Sur,Mulegé
ESC8L1904611,Nuevo León,San Nicolás de los Garza
ESGBB1901811,Nuevo León,García
ESI852500611,Sinaloa,Culiacán
ESJ1A2111411,Puebla,Puebla
ESJ362201611,Querétaro,San Juan del Río
ESJQY1511111,México,Villa de Allende
ESL1103300007,Guanajuato,San Luis de la Paz
ESL1103300009,Guanajuato,San Luis de la Paz
ESL362402822,San Luis Potosí,San Luis Potosí
ESM5U1904611,Nuevo León,San Nicolás de los Garza
ESM8A0200211,Baja California,Mexicali
ESMAI1901211,Nuevo León,Ciénega de Flores
ESMM51501311,México,Atizapán de Zaragoza
ESP3G2107411,Puebla,Huejotzingo
ESP693018911,Veracruz de Ignacio de la Llave,Tuxpan
ESP7X0803711,Chihuahua,Juárez
EST1409800235,Jalisco,San Pedro Tlaquepaque
EST2802200081,Tamaulipas,Matamoros
ESTUB3018911,Veracruz de Ignacio de la Llave,Tuxpan
ETA0901000253,Ciudad de México,Álvaro Obregón
ETA360801711,Chihuahua,Cuauhtémoc
ETA7U2803211,Tamaulipas,Reynosa
ETA7X2803211,Tamaulipas,Reynosa
ETA9M0901011,Ciudad de México,Álvaro Obregón
ETAKE1903911,Nuevo León,Monterrey
ETARP2803811,Tamaulipas,Tampico
ETC9J2402811,San Luis Potosí,San Luis Potosí
ETE0900200020,Ciudad de México,Azcapotzalco
ETE2201401650,Querétaro,Querétaro
ETE3012800010,Veracruz de Ignacio de la Llave,Perote
ETE3I0901611,Ciudad de México,Miguel Hidalgo
ETE743012811,Veracruz de Ignacio de la Llave,Perote
ETE9M2201411,Querétaro,Querétaro
ETI571000511,Durango,Durango
ETI571900611,Nuevo León,Apodaca
ETI571904611,Nuevo León,San Nicolás de los Garza
ETI581306911,Hidalgo,Tizayuca
ETI581507011,México,La Paz
ETI581900611,Nuevo León,Apodaca
ETI581904612,Nuevo León,San Nicolás de los Garza
ETI582201411,Querétaro,Querétaro
ETJ910803711,Chihuahua,Juárez
ETM6E0500221,Coahuila de Zaragoza,Acuña
ETM7Q3200511,Zacatecas,Calera
ETM8L2803211,Tamaulipas,Reynosa
ETM912803211,Tamaulipas,Reynosa
ETN8T0803711,Chihuahua,Juárez
ETNKE0900511,Ciudad de México,Gustavo A. Madero
ETNKE0901012,Ciudad de México,Álvaro Obregón
ETO0200401014,Baja California,Tijuana
ETOMD0503511,Coahuila de Zaragoza,Torreón
ETR362700411,Tabasco,Centro
ETR363010512,Veracruz de Ignacio de la Llave,Medellín de Bravo
ETR363010811,Veracruz de Ignacio de la Llave,Minatitlán
ETR6E1505711,México,Naucalpan de Juárez
ETR9M1510411,México,Tlalnepantla de Baz
ETU0710100349,Chiapas,Tuxtla Gutiérrez
ETU0710100350,Chiapas,Tuxtla Gutiérrez
EUCMB1510911,México,Tultitlán
EUM3103800009,Yucatán,Hunucmá
EUM6E1102013,Guanajuato,León
EUM6E1502412,México,Cuautitlán
EUM6E1502413,México,Cuautitlán
EUM7X1407011,Jalisco,El Salto
EUMAI1502411,México,Cuautitlán
EUMNF2501211,Sinaloa,Mazatlán
EUR2111400423,Puebla,Puebla
EUR791306911,Hidalgo,Tizayuca
EUR791403911,Jalisco,Guadalajara
EUREA1403911,Jalisco,Guadalajara
EUREA2111411,Puebla,Puebla
EURKE1503711,México,Huixquilucan
EURMB2111411,Puebla,Puebla
EUZ6D1403911,Jalisco,Guadalajara
EVA5V1103211,Guanajuato,San José Iturbide
EVAEA1103211,Guanajuato,San José Iturbide
EVC3003900014,Veracruz de Ignacio de la Llave,Coatzacoalcos
EVE1101700096,Guanajuato,Irapuato
EVI6Z1509911,México,Texcoco
EVM1505100032,México,Lerma
EVOS70702711,Chiapas,Chiapa de Corzo
EWS910200411,Baja California,Tijuana
EXI5N0900711,Ciudad de México,Iztapalapa
EXT7Q1505111,México,Lerma
EZA361412011,Jalisco,Zapopan
EZA363205611,Zacatecas,Zacatecas
FACEA1403911,Jalisco,Guadalajara
FACMC1403911,Jalisco,Guadalajara
FAE2402800752,San Luis Potosí,San Luis Potosí
FAELJ0503511,Coahuila de Zaragoza,Torreón
FAELK1904811,Nuevo León,Santa Catarina
FAG0100100302,Aguascalientes,Aguascalientes
FAG2D3012311,Veracruz de Ignacio de la Llave,Pánuco
FAG7T0100111,Aguascalientes,Aguascalientes
FAG7T1904811,Nuevo León,Santa Catarina
FAI9K0502711,Coahuila de Zaragoza,Ramos Arizpe
FAI9K0502711,Coahuila de Zaragoza,Saltillo
FAIEA0502711,Coahuila de Zaragoza,Ramos Arizpe
FAIRP0502711,Coahuila de Zaragoza,Ramos Arizpe
FAL1103700066,Guanajuato,Silao de la Victoria
FAL1103700203,Guanajuato,Silao de la Victoria
FAL1W2107411,Puebla,Huejotzingo
FAL7G1510411,México,Tlalnepantla de Baz
FALND1101711,Guanajuato,Irapuato
FALND1900611,Nuevo León,Apodaca
FALQU0200311,Baja California,Tecate
FAM910502511,Coahuila de Zaragoza,Piedras Negras
FAM9M1102711,Guanajuato,Salamanca
FAMBB2800311,Tamaulipas,Altamira
FAN6E2500611,Sinaloa,Culiacán
FAN6J0200211,Baja California,Mexicali
FAN6J0803711,Chihuahua,Juárez
FAN6J2603011,Sonora,Hermosillo
FAN811904611,Nuevo León,San Nicolás de los Garza
FAN8A1409711,Jalisco,Tlajomulco de Zúñiga
FANMA1902111,Nuevo León,General Escobedo
FANMA2604311,Sonora,Nogales
FAP912803211,Tamaulipas,Reynosa
FAP9A2803211,Tamaulipas,Reynosa
FAPKE1902611,Nuevo León,Guadalupe
FAQND2201411,Querétaro,Querétaro
FAR1501300164,México,Atizapán de Zaragoza
FAR3I1501311,México,Atizapán de Zaragoza
FAR5T1510611,México,Toluca
FAR7T0200411,Baja California,Tijuana
FAR7T0200421,Baja California,Tijuana
FAS1M2603011,Sonora,Hermosillo
FAS5S2903111,Tlaxcala,Tetla de la Solidaridad
FAS7Q1412011,Jalisco,Zapopan
FAU0900700164,Ciudad de México,Iztapalapa
FAUKE1901911,Nuevo León,San Pedro Garza García
FAVLJ0900511,Ciudad de México,Gustavo A. Madero
FAX5P2402811,San Luis Potosí,San Luis Potosí
FAY7T1502511,México,Chalco
FBC2P0200111,Baja California,Ensenada
FBE7Q2402811,San Luis Potosí,San Luis Potosí
FBN0900400116,México,Cuautitlán Izcalli
FBO8N2201411,Querétaro,Querétaro
FCA0500600029,Coahuila de Zaragoza,Castaños
FCA7I0502711,Coahuila de Zaragoza,Ramos Arizpe
FCA7Q0200411,Baja California,Tijuana
FCA7T2601911,Sonora,Cananea
FCBC13003911,Veracruz de Ignacio de la Llave,Coatzacoalcos
FCE1100700135,Guanajuato,Celaya
FCE5N1100711,Guanajuato,Celaya
FCH742800411,Tamaulipas,Antiguo Morelos
FCH742800411,Tamaulipas,El Mante
FCM2201101294,Querétaro,El Marqués
FCM741702931,Morelos,Yautepec
FCMEA1510611,México,Toluca
FCMLK1510611,México,Toluca
FCO0200200929,Baja California,Mexicali
FCO7T1506211,México,Ocoyoacac
FCOZU2111411,Puebla,Puebla
