"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"7440-43-9"	"Cadmio"	"ton"	0	0	0	0	0	0	0	0	0.00000243	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C4"	"Mercurio (compuestos)"	"ton"	0	0	0	0	0	0	0	0	0.00000002187	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"124-38-9"	"Bióxido de carbono"	"ton"	0.01301	0	0	0	0	0	0	0	0	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"7440-38-2"	"Arsénico"	"ton"	0	0	0	0	0	0	0	0	0.0000005103	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"57-12-5"	"Cianuro inorgánico/orgánico"	"ton"	0	0	0	0	0	0	0	0	0.000000486	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C5"	"Níquel (compuestos)"	"ton"	0	0	0	0	0	0	0	0	0.0000243	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C6"	"Plomo (compuestos)"	"ton"	0	0	0	0	0	0	0	0	0.00001215	0	0
"AAGND0100511"	"ALAN DE AGUASCALIENTES S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"AGUASCALIENTES"	"Jesus Maria"	"S/C3"	"Cromo (compuestos)"	"ton"	0	0	0	0	0	0	0	0	0.000000243	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"57-12-5"	"Cianuro inorgánico/orgánico"	"ton"	0	0.0001023484	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"7440-38-2"	"Arsénico"	"ton"	0	0.0005044314	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C5"	"Níquel (compuestos)"	"ton"	0	0.0056474385	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C3"	"Cromo (compuestos)"	"ton"	0	0.0036881977	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C6"	"Plomo (compuestos)"	"ton"	0	0.0120771112	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"S/C4"	"Mercurio (compuestos)"	"ton"	0	0.0000402083	0	0	0	0	0	0	0	0	0
"AAL7Q1510411"	"ALMEXA ALUMINIO S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tlalnepantla de Baz"	"7440-43-9"	"Cadmio"	"ton"	0	0.0018313053	0	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C4"	"Mercurio (compuestos)"	"ton"	0	0.000043943375	0	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C5"	"Níquel (compuestos)"	"ton"	0	0.001525462875	0	0	0	0	0	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"S/C6"	"Plomo (compuestos)"	"ton"	0	0	2.886	0	0	0	2.886	0	0	0	0
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S. DE R.L. DE C.V."	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"ton"	2935.0657	0	0	0	0	0	0	0	0	0	0
