"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAA190000015"	"BELDEN LRC MEXICO S DE R.L. DE C.V.,BELDEN LRC MEXICO"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"San Nicolas de los Garza"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	64	0	0	0	0
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Cr"	"Cromo (compuestos)"	"Kg"	3.7324	0	0	0	0	0	0	0	0.048	0	0
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Ni"	"Níquel (compuestos)"	"Kg"	146.96	0	0	0	0	0	0	0	0.222	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	2.4953	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	3.3271	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	8.3178	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	6.6542	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"62-53-3"	"Anilina"	"Kg"	0	0	0	0	616.1	0	0	0	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-02-0"	"Níquel (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	0	0	0	78.8	0	0	0
"AAMKE2500111"	"AGENCIA AUTOMOTRIZ DE LOS MOCHIS S.A. DE C.V.,NISSAN LOS MOCHIS"	"Otros"	"SINALOA"	"Ahome"	"124-38-9"	"Bióxido de carbono"	"Kg"	8667000	0	0	0	0	0	0	0	0	0	0
"AAM1103700081"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,MAERICAN AXLE & MANUFACTURING"	"Otros"	"GUANAJUATO"	"Silao"	"As"	"Arsénico (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	11.7222
"AAM1103700081"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,MAERICAN AXLE & MANUFACTURING"	"Otros"	"GUANAJUATO"	"Silao"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	176.8593
"AAM1503900040"	"ACEROS AMERICA S.A. DE C.V.,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ixtapaluca"	"124-38-9"	"Bióxido de carbono"	"Kg"	108524	0	0	0	0	0	0	0	0	0	0
