"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAA190000015"	"BELDEN LRC MEXICO S DE R.L. DE C.V.,BELDEN LRC MEXICO"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"San Nicolas de los Garza"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	64	0	0	0	0
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Cr"	"Cromo (compuestos)"	"Kg"	3.7329	0	0	0	0	0	0	40	0.0032	0	0
"AAGL70100111"	"AEROPUERTO DE AGUASCALIENTES SA DE CV,AEROPUERTO INTERNACIONAL DE AGUASCALIENTES"	"Otros"	"AGUASCALIENTES"	"Aguascalientes"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	1.5646	0	0	0	0	0	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"124-38-9"	"Bióxido de carbono"	"Kg"	1519079.71	0	0	0	0	0	0	0	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-43-9"	"Cadmio"	"Kg"	0	0	0	0	0	0	0	9.8	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	1.275	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	4.2499	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	10.6247	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-02-0"	"Níquel (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	0	0	0	5.6	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	7.6498	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A DE C.V,AZINSA ALUMINIO, S.A. DE C.V."	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"124-38-9"	"Bióxido de carbono"	"Kg"	9839902.888669	0	0	0	0	0	0	0	0	0	0
"AAM1503900040"	"ACEROS AMERICA S.A. DE C.V.,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ixtapaluca"	"124-38-9"	"Bióxido de carbono"	"Kg"	119376	0	0	0	0	0	0	0	0	0	0
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.0332
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	2.0251
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	2.0664
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,AMERICAN AXLE & MANUFACTURING DE MEXICO"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	20190560	0	0	0	0	0	0	0	0	0	0
"AAU1903900165"	"AUTOKAM AUTOMOTRIZ S.A. DE C.V.,"	"Otros"	"NUEVO LEON"	"Monterrey"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	2.064	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"124-38-9"	"Bióxido de carbono"	"Kg"	16760262.32	0	0	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	7.7842	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	19.4605	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"101-68-8"	"Metileno bis(fenilisocianato)"	"Kg"	13429.37	0	0	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	58.9654	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	35.0289	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"1330-20-7"	"Xileno (mezcla de isómeros)"	"Kg"	171395.68	0	0	0	0	0	0	0	0	0	0
"AAZEE0900211"	"ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO"	"Automotriz"	"DISTRITO FEDERAL"	"Azcapotzalco"	"108-88-3"	"Tolueno"	"Kg"	1592.0065	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"124-38-9"	"Bióxido de carbono"	"Kg"	213142157	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10102-44-0"	"Bióxido de nitrógeno"	"Kg"	639558.67	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10024-97-2"	"Oxido nitroso"	"Kg"	1090666	0	0	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"Quimica"	"DURANGO"	"Gomez Palacio"	"As"	"Arsénico (compuestos)"	"Kg"	0	0	2.0759	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"Quimica"	"DURANGO"	"Gomez Palacio"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	1.1906	0	0	0	0	0	0	0	0
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA SA DE CV,"	"Quimica"	"BAJA CALIFORNIA"	"Tijuana"	"Ni"	"Níquel (compuestos)"	"Kg"	0	5.4964	0	0	0	0	0	0	0	0	0
"ABCHM0900411"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"50-00-0"	"Formaldehido"	"Kg"	0	0	0	0	0	0	0	0	0	1911.9	0
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"7440-43-9"	"Cadmio"	"Kg"	0	0	0	0	0	0	0	49.2	0	0	0
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"50-00-0"	"Formaldehido"	"Kg"	0	0	0	0	0	0	0	0	0	3875.8	0
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	0	0	0	664.1	0	0	0
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"Quimica"	"GUANAJUATO"	"Apaseo el Grande"	"124-38-9"	"Bióxido de carbono"	"Kg"	360013021.236	0	0	0	0	0	0	0	0	0	0
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"Quimica"	"GUANAJUATO"	"Apaseo el Grande"	"7439-97-6"	"Mercurio"	"Kg"	16	0	0	0	0	0	0	0	0	0	0
"ABI861900611"	"ABINSA SA DE CV,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO"	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Apodaca"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	7	0	0
