"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAA3107600009"	"JUSTINA ANSELMA ABASCAL ALMADA,GRANJA SAN ANTONIO"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Tecoh"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	1.2505	0	0	0	0	0	0	0	0
"AAA3107600009"	"JUSTINA ANSELMA ABASCAL ALMADA,GRANJA SAN ANTONIO"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Tecoh"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	1.2505	0	0	0	0	0	0	0	0
"AAA3107600009"	"JUSTINA ANSELMA ABASCAL ALMADA,GRANJA SAN ANTONIO"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Tecoh"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	1.2505	0	0	0	0	0	0	0	0
"AAF0901700150"	"AAACESA ALMACENES FISCALIZADOS SA DE CV A EN P,ADUANA DEL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO"	"Otros"	"DISTRITO FEDERAL"	"Venustiano Carranza"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	13.502392	0	0	0	0	0	0
"AAG1100900010"	"AISIN AUTOMOTIVE GUANAJUATO S.A. DE C.V.,AAGT"	"Automotriz"	"GUANAJUATO"	"Comonfort"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.5
"AAG1100900010"	"AISIN AUTOMOTIVE GUANAJUATO S.A. DE C.V.,AAGT"	"Automotriz"	"GUANAJUATO"	"Comonfort"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.7
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Cr"	"Cromo (compuestos)"	"Kg"	2.54	0	0	0	0	0	0	40	0.026	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	6	1.5372	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	4.2121	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	7.5	12.8108	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	9.2237	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"124-38-9"	"Bióxido de carbono"	"Kg"	28551343.81	0	0	0	0	0	0	0	0	0	0
"AAL1512102650"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Cuautitlan Izcalli"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	0	0	0	266.5	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	1.2025	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	4.4422	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	10.0205	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	7.2148	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"124-38-9"	"Bióxido de carbono"	"Kg"	289745.65	0	0	0	0	0	0	0	0	0	0
"AAL7Q1510911"	"AZINSA ALUMINIO, S.A.P.I. DE C.V.,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Tultitlan"	"124-38-9"	"Bióxido de carbono"	"Kg"	8729342.678	0	0	0	0	0	0	0	0	0	0
"AAM1103700017"	"ASAHI ALUMINIUM MEXICO, S.A. DE C.V.,ASAHI"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	1910721.216	0	0	0	0	0	0	0	0	0	0
"AAM1503900040"	"ACEROS AMERICA S.A. DE C.V.,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ixtapaluca"	"124-38-9"	"Bióxido de carbono"	"Kg"	107328	0	0	0	0	0	0	0	0	0	0
"AAM2402800314"	"AISAN AUTOPARTES MÉXICO, S.A. DE C.V.,"	"Automotriz"	"SAN LUIS POTOSI"	"San Luis Potosi"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.0774
"AAM2402800314"	"AISAN AUTOPARTES MÉXICO, S.A. DE C.V.,"	"Automotriz"	"SAN LUIS POTOSI"	"San Luis Potosi"	"124-38-9"	"Bióxido de carbono"	"Kg"	596780	0	0	0	0	0	0	0	0	0	0
"AAM2603000075"	"AMP AMERMEX SA DE CV,AMP"	"Equipos y articulos electronicos, electricos y domesticos"	"SONORA"	"Hermosillo"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	1.243992	0	0	0	0	0	0	0	0	0	0
"AAM2603000075"	"AMP AMERMEX SA DE CV,AMP"	"Equipos y articulos electronicos, electricos y domesticos"	"SONORA"	"Hermosillo"	"7440-47-3"	"Cromo (polvos respirables, humos o vapores)"	"Kg"	1.21472	0	0	0	0	0	0	0	0	0	0
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"As"	"Arsénico (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	18.142
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,AMERICAN AXLE & MANUFACTURING DE MEXICO"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	77283740	0	0	0	0	0	0	0	0	0	0
"AAO1409800253"	"ASSA ABLOY OCCIDENTE, SA DE CV,"	"Articulos y productos metalicos"	"JALISCO"	"Tlaquepaque"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	8.1885	0	0
"AAO1409800253"	"ASSA ABLOY OCCIDENTE, SA DE CV,"	"Articulos y productos metalicos"	"JALISCO"	"Tlaquepaque"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	1.9404	0	0
"AAO1409800253"	"ASSA ABLOY OCCIDENTE, SA DE CV,"	"Articulos y productos metalicos"	"JALISCO"	"Tlaquepaque"	"124-38-9"	"Bióxido de carbono"	"Kg"	725303.672	0	0	0	0	0	0	0	0	0	0
"AARKE1901911"	"ALIANZA AUTOMOTRIZ RIVERO S.A. DE C.V.,RIVERO GOMEZ MORIN"	"Otros"	"NUEVO LEON"	"San Pedro Garza Garcia"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	828.1	0	0	0	0	0	0
"AAUEE1901911"	"ACCESO AUTOMOTRIZ SA DE CV,AUDI CALZADA DEL VALLE"	"Otros"	"NUEVO LEON"	"San Pedro Garza Garcia"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	529.2	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	3.22	3.2218	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cr"	"Cromo (compuestos)"	"Kg"	0	10.2	10.2051	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Ni"	"Níquel (compuestos)"	"Kg"	0	9.67	9.6654	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Pb"	"Plomo (compuestos)"	"Kg"	0	14.66	14.6592	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI AUTOMOTIVE"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"124-38-9"	"Bióxido de carbono"	"Kg"	13237255.32	0	0	0	0	0	0	0	0	0	0
"AAY3104400003"	"ADMINISTRACION AGROPECUARIA DE YUCATAN, S.P.R. DE R.L. DE C.V.,GRANJA SANTA MARIA 1"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Kinchil"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	1.6904	0	0	0	0	0	0	0	0
"AAY3104400003"	"ADMINISTRACION AGROPECUARIA DE YUCATAN, S.P.R. DE R.L. DE C.V.,GRANJA SANTA MARIA 1"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Kinchil"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	8.452	0	0	0	0	0	0	0	0
"AAY3104400003"	"ADMINISTRACION AGROPECUARIA DE YUCATAN, S.P.R. DE R.L. DE C.V.,GRANJA SANTA MARIA 1"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Kinchil"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	21.13	0	0	0	0	0	0	0	0
"AAY3104400003"	"ADMINISTRACION AGROPECUARIA DE YUCATAN, S.P.R. DE R.L. DE C.V.,GRANJA SANTA MARIA 1"	"Alimenticio y/o de consumo humano"	"YUCATAN"	"Kinchil"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	7.6068	0	0	0	0	0	0	0	0
"AAZEE0900211"	"ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO"	"Otros"	"DISTRITO FEDERAL"	"Azcapotzalco"	"108-88-3"	"Tolueno"	"Kg"	1592.0065	0	0	0	0	0	0	0	0	0	0
"ABA1V0200411"	"ARTESANIAS BAJA S. DE R.L. DE C.V,"	"Equipos y articulos electronicos, electricos y domesticos"	"BAJA CALIFORNIA"	"Tijuana"	"7439-92-1"	"Plomo (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	18.76	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10024-97-2"	"Oxido nitroso"	"Kg"	899255.415	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10102-44-0"	"Bióxido de nitrógeno"	"Kg"	654677.619	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"124-38-9"	"Bióxido de carbono"	"Kg"	195113075.929	0	0	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"Quimica"	"DURANGO"	"Gomez Palacio"	"As"	"Arsénico (compuestos)"	"Kg"	0	0	1.992	0	0	0	0	0	0	0	0
"ABA621000711"	"AUSTIN BACIS S.A. DE C.V.,AUSTIN BACIS"	"Quimica"	"DURANGO"	"Gomez Palacio"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	1.035	0	0	0	0	0	0	0	0
"ABCHM0900411"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"7439-97-6"	"Mercurio"	"Kg"	0	0	0	0	0	0	0	18.383	0	0	0
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"1330-20-7"	"Xileno (mezcla de isómeros)"	"Kg"	0	0	0	0	0	0	0	0	0	1386.21	0
"ABCHM0901021"	"THE AMERICAN BRITISH COWDRAY MEDICAL CENTER I.A.P.,CENTRO MÉDICO ABC"	"Servicios de salud y de asistencia"	"DISTRITO FEDERAL"	"Alvaro Obregon"	"50-00-0"	"Formaldehido"	"Kg"	0	0	0	0	0	0	0	0	0	2604.5	0
"ABC8A0200411"	"ALUMINIO DE BAJA CALIFORNIA SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"BAJA CALIFORNIA"	"Tijuana"	"124-38-9"	"Bióxido de carbono"	"Kg"	34022770	0	0	0	0	0	0	0	0	0	0
"ABE1Z0801911"	"AMERICAN BEEF, S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"CHIHUAHUA"	"Chihuahua"	"124-38-9"	"Bióxido de carbono"	"Kg"	994850	0	0	0	0	0	0	0	0	0	0
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"Quimica"	"GUANAJUATO"	"Apaseo el Grande"	"124-38-9"	"Bióxido de carbono"	"Kg"	107160.7	0	0	0	0	0	0	0	0	0	0
"ABI5J1100511"	"ALCOSA BIOTEC SA DE CV,"	"Quimica"	"GUANAJUATO"	"Apaseo el Grande"	"7439-97-6"	"Mercurio"	"Kg"	1.4	0	0	0	0	0	0	0	0	0	0
"ABI861900611"	"ABINSA S.A. DE C.V.,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO"	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Apodaca"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	1.5103	0	0
"ABI861900611"	"ABINSA S.A. DE C.V.,ABINSA S.A DE C.V. AB STEEL PLANTA PUEBLO NUEVO"	"Metalurgica (incluye la siderurgica)"	"NUEVO LEON"	"Apodaca"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	3.1398	0	0
