"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"124-38-9"	"Bióxido de carbono"	"Kg"	35467800	0	0	0	0	0	0	0	0	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	6.5007	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	16.0892	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	146.0378	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	25.1576	0	0
"AMM1103700160"	"AAM MAQUILADORA MEXICO S DE RL DE CV,PLANTA 6"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	1484096.9	0	0	0	0	0	0	0	0	0	0
"ACABF2102111"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"PUEBLA"	"Atzala"	"Cr"	"Cromo (compuestos)"	"Kg"	0	4.125	0	0	0	0	0	0	0	0	0
"ACABF2102111"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"PUEBLA"	"Atzala"	"Ni"	"Níquel (compuestos)"	"Kg"	0	1.782	0	0	0	0	0	0	0	0	0
"ACABF2102111"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"PUEBLA"	"Atzala"	"Pb"	"Plomo (compuestos)"	"Kg"	0	3.63	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"75-07-0"	"Acetaldehido"	"Kg"	7480.98	0	0	0	0	0	0	0	0	0	0
