"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"AAA190000015"	"BELDEN LRC MEXICO S DE R.L. DE C.V.,BELDEN LRC MEXICO"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"San Nicolas de los Garza"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	64	0	0	0	0
"AAGL70100111"	"AEROPUERTO DE AGUASCALIENTES SA DE CV,AEROPUERTO INTERNACIONAL DE AGUASCALIENTES"	"Otros"	"AGUASCALIENTES"	"Aguascalientes"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	1.5646	0	0	0	0	0	0	0	0
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Cr"	"Cromo (compuestos)"	"Kg"	3.11	0	0	0	0	0	0	40	0.0032	0	0
"AAG1403901019"	"JESUS ALVARADO GARCIA,TALLER DEL SR. JESUS ALVARADO"	"Quimica"	"JALISCO"	"Guadalajara"	"Ni"	"Níquel (compuestos)"	"Kg"	171.46	0	0	0	0	0	0	85	0.0781	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	1.1917	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	3.9723	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	9.9306	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	7.1501	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-02-0"	"Níquel (polvos respirables, humos o vapores)"	"Kg"	0	0	0	0	0	0	0	95.2	0	0	0
"AAL7Q1503321"	"ALMEXA ALUMINIO SA DE CV,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ecatepec de Morelos"	"7440-43-9"	"Cadmio"	"Kg"	0	0	0	0	0	0	0	54.4	0	0	0
"AAM1503900040"	"ACEROS AMERICA S.A. DE C.V.,"	"Metalurgica (incluye la siderurgica)"	"MEXICO"	"Ixtapaluca"	"124-38-9"	"Bióxido de carbono"	"Kg"	111273	0	0	0	0	0	0	0	0	0	0
"AAM7X2201411"	"AERNNOVA AEROSPACE MEXICO SA DE CV,AERNNOVA AEROSPACE MEXICO S.A. DE C.V."	"Automotriz"	"QUERETARO"	"Queretaro"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.5616
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	1.0332
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	2.0251
"AAM9I2803211"	"ARC AUTOMOTRIZ DE MEXICO, S. DE R.L. DE C.V.,"	"Automotriz"	"TAMAULIPAS"	"Reynosa"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	0	0	2.0664
"AAM9M1103711"	"AMERICAN AXLE & MANUFACTURING DE MEXICO S DE RL DE CV,AMERICAN AXLE & MANUFACTURING DE MEXICO"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	22068480	0	0	0	0	0	0	0	0	0	0
"AAU1903900165"	"AUTOKAM AUTOMOTRIZ S.A. DE C.V.,"	"Otros"	"NUEVO LEON"	"Monterrey"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	2.295	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	7.6645	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	31.2838	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	78.2095	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	28.1554	0	0	0	0	0	0	0	0
"AAU2112800014"	"AUDI MEXICO, S.A DE C.V.,AUDI"	"Automotriz"	"PUEBLA"	"San Jose Chiapa"	"124-38-9"	"Bióxido de carbono"	"Kg"	199788611.68	0	0	0	0	0	0	0	0	0	0
"AAZEE0900211"	"ANGAR AZCAPOTZALCO S.A. DE C.V.,ANGAR AZCAPOTZALCO"	"Automotriz"	"DISTRITO FEDERAL"	"Azcapotzalco"	"108-88-3"	"Tolueno"	"Kg"	1308.264	0	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"As"	"Arsénico (compuestos)"	"Kg"	0	7.3168	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	131.7019	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"Ni"	"Níquel (compuestos)"	"Kg"	0	168.2857	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"Pb"	"Plomo (compuestos)"	"Kg"	0	387.7888	0	0	0	0	0	0	0	0	0
"ABA1605200103"	"AGROINDUSTRIAS DEL BALSAS S.A. DE C.V.,AGROINDUSTRIAS DEL BALSAS, S.A. DE C.V."	"Quimica"	"MICHOACAN"	"Lazaro Cardenas"	"10024-97-2"	"Oxido nitroso"	"Kg"	741792	0	0	0	0	0	0	0	0	0	0
