"NRA"	"NOMBRE"	"SECTOR"	"ESTADO"	"MUNICIPIO"	"CAS"	"SUSTANCIA"	"UNIDAD"	"AIRE"	"AGUA"	"SUELO"	"REUTILIZACIÓN"	"RECICLADO"	"COPROCESAMIENTO"	"TRATAMIENTO"	"DISPOSICIÓN
FINAL"	"ALCANTARILLADO"	"INCINERACIÓN"	"OTROS"
"PRE5Q2201611"	"A P RESINAS, S.A. DE C.V.,PPG AP RESINAS, S.A. DE C.V."	"Quimica"	"QUERETARO"	"San Juan del Rio"	"124-38-9"	"Bióxido de carbono"	"Kg"	5128518.95	0	0	0	0	0	0	0	0	0	0
"PRE5Q2201611"	"A P RESINAS, S.A. DE C.V.,PPG AP RESINAS, S.A. DE C.V."	"Quimica"	"QUERETARO"	"San Juan del Rio"	"100-42-5"	"Estireno (fenil etileno)"	"Kg"	0	0	0	0	503.91	0	0	0	0	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"124-38-9"	"Bióxido de carbono"	"Kg"	35467800	0	0	0	0	0	0	0	0	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	4.0979	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Cr"	"Cromo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	10.1117	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Ni"	"Níquel (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	102.1407	0	0
"AMEMC1605311"	"AAK MEXICO S.A. DE C.V.,AAK MÉXICO"	"Quimica"	"MICHOACAN"	"Morelia"	"Pb"	"Plomo (compuestos)"	"Kg"	0	0	0	0	0	0	0	0	15.777	0	0
"AMM9M1103711"	"AAM MAQUILADORA MEXICO S DE RL DE CV,AAM MAQUILADORA"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	1212750	0	0	0	0	0	0	0	0	0	0
"AMM1103700160"	"AAM MAQUILADORA MEXICO S DE RL DE CV,PLANTA 6"	"Automotriz"	"GUANAJUATO"	"Silao"	"124-38-9"	"Bióxido de carbono"	"Kg"	767556.9	0	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"As"	"Arsénico (compuestos)"	"Kg"	0	1.1827	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"124-38-9"	"Bióxido de carbono"	"Kg"	12929000	0	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"Cd"	"Cadmio (compuestos)"	"Kg"	0	29.5685	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"Ni"	"Níquel (compuestos)"	"Kg"	0	591.37	0	0	0	0	0	0	0	0	0
"ACAS73005311"	"AB CALSA S.A. DE C.V.,"	"Alimenticio y/o de consumo humano"	"VERACRUZ"	"Cuitlahuac"	"Pb"	"Plomo (compuestos)"	"Kg"	0	100.0977	0	0	0	0	0	0	0	0	0
"ACE0901700011"	"ABAMEX CHEVROLET, S.A. DE C.V.,ABAMEX"	"Otros"	"DISTRITO FEDERAL"	"Venustiano Carranza"	"7439-97-6"	"Mercurio"	"Kg"	0	0	0	0	0	0	0	42.5	0	0	0
"TBM911902612"	"ABB INSTALLATION PRODUCTS MONTERREY, S. DE R.L. DE C.V., PLANTA WEATHERPROOF,"	"Equipos y articulos electronicos, electricos y domesticos"	"NUEVO LEON"	"Guadalupe"	"124-38-9"	"Bióxido de carbono"	"Kg"	3381905	0	0	0	0	0	0	0	0	0	0
"TBM911902611"	"ABB INSTALLATION PRODUCTS MONTERREY, S. DE R.L. DE C.V., PTA. BLACKBURN,"	"Articulos y productos metalicos"	"NUEVO LEON"	"Guadalupe"	"124-38-9"	"Bióxido de carbono"	"Kg"	8164490.14	0	0	0	0	0	0	0	0	0	0
