_id,agua,aire,alcantarillado,anio,cas,coprocesamiento,cve_ent,dispfinal,estado,gposustancia,iarc,incineracion,nombre,nra,otros,reciclado,reutilizacion,sector,suelo,sustancia,tratamiento,unidad,actprincipal,actsemarnat,calle,colonia,coordenadaUTMX,coordenadaUTMY,cp,cve_mun,cveamb,descmod,descscian,entrec1,entrec2,latitudnorte,localidad,longitudoeste,mod,municipio,numexterior,numinterior,parqueind,scian,subsector,lat,lng,calculada,incorrecto,mapa,enmexico,enestado,cve_ent_coor,enmunicipio,cve_mun_coor,flat,flng,PERFIL
65298b9ebb426186d9046c91,0,6326.4,0,2011,75-09-2,0,2,7250,BAJA CALIFORNIA,,2A,0,AUGEN OPTICOS SA DE CV,AOP9X0200111,0,0,0,Articulos y productos compuestos de diferentes materiales,0,Cloruro de metileno,0,kg/año,FABRICACION DE LENTES OFTALMICAS,No disponible,Guadalupe Novelo,Vista al Mar,No disponible,No disponible,22760,1,1C,No aplica,Fabricación de artículos oftálmicos,No disponible,No disponible,"31°54'23""",El Sauzal,"116°43'0""",0,Ensenada,190,No disponible,No disponible,339113,"Produccion de equipos y/o articulos, medicos y/o quirurgicos",31.9063888888889,-116.716666666667,1,0,1,1,1,2,1,1,31.9063888888889,-116.716666666667,2_1_2A_75-09-2_2011
65298b9ebb426186d9046d54,0,0.187968,0,2011,7440-43-9,0,2,0,BAJA CALIFORNIA,,1,0,"Arrendadora Simec, S.A de C.V",ASI7T0200211,0,0,0,Metalurgica (incluye la siderurgica),0,Cadmio,0,kg/año,FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.,No disponible,Carretera a Cerro Prieto.,El Colorado No. 4,No disponible,No disponible,21740,2,7T,No aplica,Moldeo por fundición de piezas de hierro y acero,No disponible,No disponible,"32°31'50""",Mexicali,"115°21'20""",0,Mexicali,1,2,Zona industrial de algo riesgo.,331510,Fundicion  y moldeo de piezas de hierro y acero,32.5305555555556,-115.355555555556,1,0,1,1,1,2,1,2,32.5305555555556,-115.355555555556,2_2_1_7440-43-9_2011
65298b9ebb426186d9046d55,0,0.358848,0,2011,71-43-2,0,2,0,BAJA CALIFORNIA,,1,0,"Arrendadora Simec, S.A de C.V",ASI7T0200211,0,0,0,Metalurgica (incluye la siderurgica),0,Benceno,0,kg/año,FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.,No disponible,Carretera a Cerro Prieto.,El Colorado No. 4,No disponible,No disponible,21740,2,7T,No aplica,Moldeo por fundición de piezas de hierro y acero,No disponible,No disponible,"32°31'50""",Mexicali,"115°21'20""",0,Mexicali,1,2,Zona industrial de algo riesgo.,331510,Fundicion  y moldeo de piezas de hierro y acero,32.5305555555556,-115.355555555556,1,0,1,1,1,2,1,2,32.5305555555556,-115.355555555556,2_2_1_71-43-2_2011
65298b9ebb426186d9046d56,0,12.816,0,2011,50-00-0,0,2,0,BAJA CALIFORNIA,,1,0,"Arrendadora Simec, S.A de C.V",ASI7T0200211,0,0,0,Metalurgica (incluye la siderurgica),0,Formaldehido,0,kg/año,FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO.,No disponible,Carretera a Cerro Prieto.,El Colorado No. 4,No disponible,No disponible,21740,2,7T,No aplica,Moldeo por fundición de piezas de hierro y acero,No disponible,No disponible,"32°31'50""",Mexicali,"115°21'20""",0,Mexicali,1,2,Zona industrial de algo riesgo.,331510,Fundicion  y moldeo de piezas de hierro y acero,32.5305555555556,-115.355555555556,1,0,1,1,1,2,1,2,32.5305555555556,-115.355555555556,2_2_1_50-00-0_2011
65298b9ebb426186d9046f8d,0,6352,0,2011,75-09-2,0,2,3025,BAJA CALIFORNIA,,2A,0,CALINOR S.A. DE C.V.,CAL6M0200411,0,0,0,Quimica,0,Cloruro de metileno,0,kg/año,PRODUCCION VENTA Y FABRICACION DE PRODUCTOS DE ESPUMA DE POLIURETANO,No disponible,SARA,FRACC. YAMILLE,No disponible,No disponible,22600,4,6M,No aplica,Fabricación de espumas y productos de uretano,No disponible,No disponible,"32°30'20""",TIJUANA,"116°58'18""",0,Tijuana,5,No disponible,No disponible,326150,Fabricacion de productos de espumas uretanicas,32.5055555555556,-116.971666666667,1,0,1,1,1,2,1,4,32.5055555555556,-116.971666666667,2_4_2A_75-09-2_2011
65298b9ebb426186d9047233,0,437.2825,0,2011,71-43-2,0,2,0,BAJA CALIFORNIA,,1,0,CEMEX MEXICO SA DE CV PLANTA ENSENADA,CMEK90200111,0,0,0,Cemento y Cal,0,Benceno,0,kg/año,PRODUCCION DE CEMENTO,No disponible,ARROYO EL GALLO,CARLOS PACHECO,No disponible,No disponible,22890,1,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°50'56""",No disponible,"116°35'0""",0,Ensenada,SN,No disponible,No disponible,327310,Produccion de cemento,31.8488888888889,-116.583333333333,1,0,1,1,1,2,1,1,31.8488888888889,-116.583333333333,2_1_1_71-43-2_2011
65298b9ebb426186d9047239,0,1.1708,0,2011,7440-43-9,0,2,0,BAJA CALIFORNIA,,1,0,CEMEX MEXICO SA DE CV PLANTA ENSENADA,CMEK90200111,0,0,0,Cemento y Cal,0,Cadmio,0,kg/año,PRODUCCION DE CEMENTO,No disponible,ARROYO EL GALLO,CARLOS PACHECO,No disponible,No disponible,22890,1,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°50'56""",No disponible,"116°35'0""",0,Ensenada,SN,No disponible,No disponible,327310,Produccion de cemento,31.8488888888889,-116.583333333333,1,0,1,1,1,2,1,1,31.8488888888889,-116.583333333333,2_1_1_7440-43-9_2011
65298b9ebb426186d904723a,0,1.8338,0,2011,7440-38-2,0,2,0,BAJA CALIFORNIA,,1,0,CEMEX MEXICO SA DE CV PLANTA ENSENADA,CMEK90200111,0,0,0,Cemento y Cal,0,Arsénico,0,kg/año,PRODUCCION DE CEMENTO,No disponible,ARROYO EL GALLO,CARLOS PACHECO,No disponible,No disponible,22890,1,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°50'56""",No disponible,"116°35'0""",0,Ensenada,SN,No disponible,No disponible,327310,Produccion de cemento,31.8488888888889,-116.583333333333,1,0,1,1,1,2,1,1,31.8488888888889,-116.583333333333,2_1_1_7440-38-2_2011
65298b9ebb426186d9047483,0,11570,0,2011,100-42-5,0,2,0,BAJA CALIFORNIA,,2A,0,CONTINENTAL STRUCTURAL PLASTICS DE TIJUANA S. DE R. L. DE C. V.,CSP520200411,0,0,0,Articulos y productos plasticos,0,Estireno (fenil etileno),0,kg/año,MOLDEO DE CAJAS PARA CAMIONETAS TOYOTA TACOMA,No disponible,BLVD. INSURGENTES,EL FLORIDO,No disponible,No disponible,22597,4,6E,No aplica,Fabricación de autopartes de plástico con y sin reforzamiento,No disponible,No disponible,"32°25'47""",TIJUANA,"116°53'41""",0,Tijuana,20383,106 850,Parque Industrial,326192,Fabricacion de productos y articulos de plastico,32.4297222222222,-116.894722222222,1,0,1,1,1,2,1,4,32.4297222222222,-116.894722222222,2_4_2A_100-42-5_2011
65298b9ebb426186d90474d3,0,9182,0,2011,75-09-2,0,2,0,BAJA CALIFORNIA,,2A,0,"CARL ZEISS VISION MANUFACTURA DE MEXICO, S. DE R.L. DE C.V.",CZV6E0200411,0,6916,0,Articulos y productos plasticos,0,Cloruro de metileno,0,kg/año,FABRICACION DE LENTES OFTALMICOS DE RESINA PLASTICA,No disponible,BOULEVARD INSURGENTES,PADRE KINO,No disponible,No disponible,22223,4,6E,No aplica,Fabricación de artículos oftálmicos,No disponible,No disponible,"32°28'54""",No disponible,"116°55'25""",0,Tijuana,18600,No disponible,No disponible,339113,Fabricacion de productos y articulos de plastico,32.4816666666667,-116.923611111111,1,0,1,1,1,2,1,4,32.4816666666667,-116.923611111111,2_4_2A_75-09-2_2011
