_id,agua,aire,alcantarillado,anio,cas,coprocesamiento,cve_ent,dispfinal,estado,gposustancia,iarc,incineracion,nombre,nra,otros,reciclado,reutilizacion,sector,suelo,sustancia,tratamiento,unidad,actprincipal,actsemarnat,calle,colonia,coordenadaUTMX,coordenadaUTMY,cp,cve_mun,cveamb,descmod,descscian,entrec1,entrec2,latitudnorte,localidad,longitudoeste,mod,municipio,numexterior,numinterior,parqueind,scian,subsector,lat,lng,calculada,incorrecto,mapa,enmexico,enestado,cve_ent_coor,enmunicipio,cve_mun_coor,flat,flng,PERFIL
65298ba7bb426186d904e678,0,0,0,2021,7439-92-1,0,8,0,CHIHUAHUA,,2B,0,"MINERA BISMARK S.A DE C.V,",MBS140800511,0,1703.65,0,Metalurgica (incluye la siderurgica),0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,MINERÍA DE ZINC Y PLOMO (SÓLO INCLUYE BENEFICIO).,No disponible,Avenida ARBOLEDAS,Pueblo BISMARK,253394.3743,3458635.5346,31821,5,14,No aplica,Minería de plomo y zinc,No disponible,No disponible,"31°14'9""",Ascensión,"107°35'20""",0,Ascension,SN SN,SN SN,No disponible,212232,Mineria de zinc y plomo,31.2358333333333,-107.588888888889,1,0,1,1,1,8,1,5,31.2358333333333,-107.588888888889,8_5_2B_7439-92-1_2021
65298ba9bb426186d904fe74,0,0,0,2014,7439-92-1,0,8,0,CHIHUAHUA,,2B,0,"MINERA BISMARK S.A DE C.V,",MBS140800511,0,91,0,Metalurgica (incluye la siderurgica),0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,MINERÍA DE ZINC Y PLOMO (SÓLO INCLUYE BENEFICIO).,No disponible,Avenida ARBOLEDAS,Pueblo BISMARK,No disponible,No disponible,31821,5,14,No aplica,Minería de plomo y zinc,No disponible,No disponible,"31°14'9""",Ascensión,"107°35'20""",0,Ascension,SN SN,SN SN,No disponible,212232,Mineria de zinc y plomo,31.2358333333333,-107.588888888889,1,0,1,1,1,8,1,5,31.2358333333333,-107.588888888889,8_5_2B_7439-92-1_2014
65298bb2bb426186d9055246,0,0,0,2005,7440-38-2,0,8,0,CHIHUAHUA,,1,0,Minera Bismark S.A de C.V,MBS140800511,159.9,0,0,Metalurgica (incluye la siderurgica),0,Arsénico,0,kg/año,Extracción y beneficio de minerales,Mineria de zinc y plomo,Av. Arboledas,Bismark,253373.5166,3458450.0974,31821,5,No disponible,No aplica,No disponible,No disponible,No disponible,"31°14'14""",Ascención,"0.107°35'21""",0,Ascension,SN,No disponible,Zona Rural,No disponible,No disponible,31.2372222222222,-10.5891666666667,1,0,1,0,0,0,0,0,31.0902022,-107.9967841,8_5_1_7440-38-2_2005
65298bb2bb426186d9055247,0,0,0,2005,7440-43-9,0,8,0,CHIHUAHUA,,1,0,Minera Bismark S.A de C.V,MBS140800511,8.416,0,0,Metalurgica (incluye la siderurgica),0,Cadmio,0,kg/año,Extracción y beneficio de minerales,Mineria de zinc y plomo,Av. Arboledas,Bismark,253373.5166,3458450.0974,31821,5,No disponible,No aplica,No disponible,No disponible,No disponible,"31°14'14""",Ascención,"0.107°35'21""",0,Ascension,SN,No disponible,Zona Rural,No disponible,No disponible,31.2372222222222,-10.5891666666667,1,0,1,0,0,0,0,0,31.0902022,-107.9967841,8_5_1_7440-43-9_2005
65298bbfbb426186d905f332,0,0,0,2020,7439-92-1,0,8,0,CHIHUAHUA,,2B,0,"MINERA BISMARK S.A DE C.V,",MBS140800511,0,835.9,0,Metalurgica (incluye la siderurgica),0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,MINERÍA DE ZINC Y PLOMO (SÓLO INCLUYE BENEFICIO).,No disponible,Avenida ARBOLEDAS,Pueblo BISMARK,253394.3743,3458635.5346,31821,5,14,No aplica,Minería de plomo y zinc,No disponible,No disponible,"31°14'9""",ASCENSION,"107°35'20""",0,Ascension,SN SN,SN SN,No disponible,212232,Mineria de zinc y plomo,31.2358333333333,-107.588888888889,1,0,1,1,1,8,1,5,31.2358333333333,-107.588888888889,8_5_2B_7439-92-1_2020
65298bc1bb426186d906089a,0,0,0,2004,7440-38-2,0,8,0,CHIHUAHUA,,1,0,Minera Bismark S.A de C.V,MBS140800511,9.158,0,0,Metalurgica (incluye la siderurgica),0,Arsénico,0,kg/año,Extracción y beneficio de minerales,Mineria de zinc y plomo,Av. Arboledas,Bismark,253373.5166,3458450.0974,31821,5,No disponible,No aplica,No disponible,No disponible,No disponible,"31°14'14""",Ascención,"0.107°35'21""",0,Ascension,SN,No disponible,Zona Rural,No disponible,No disponible,31.2372222222222,-10.5891666666667,1,0,1,0,0,0,0,0,31.0902022,-107.9967841,8_5_1_7440-38-2_2004
65298bc6bb426186d9065219,0,0,0,2013,7440-38-2,0,8,0,CHIHUAHUA,,1,0,Minera Bismark S.A de C.V.,MBS140800511,0,0,0,Metalurgica (incluye la siderurgica),0.0858,Arsénico,0,kg/año,MINERÍA DE ZINC Y PLOMO (SÓLO INCLUYE BENEFICIO).,No disponible,Av. Arboledas,Bismark,No disponible,No disponible,31821,5,14,No aplica,Minería de plomo y zinc.,No disponible,No disponible,"31°14'9""",Ascensión,"107°35'21""",0,Ascension,No disponible,No disponible,Minera Bismark,212232,Mineria de zinc y plomo,31.2358333333333,-107.589166666667,1,0,1,1,1,8,1,5,31.2358333333333,-107.589166666667,8_5_1_7440-38-2_2013
65298bc9bb426186d9067d20,0,0,0,2015,7439-92-1,0,8,0,CHIHUAHUA,,2B,0,"MINERA BISMARK S.A DE C.V,",MBS140800511,0,1788.93,0,Metalurgica (incluye la siderurgica),0,"Plomo (polvos respirables, humos o vapores)",0,kg/año,MINERÍA DE ZINC Y PLOMO (SÓLO INCLUYE BENEFICIO).,No disponible,Avenida ARBOLEDAS,Pueblo BISMARK,253394.3743,3458635.5346,31821,5,14,No aplica,Minería de plomo y zinc,No disponible,No disponible,"31°14'9""",Ascensión,"107°35'20""",0,Ascension,SN SN,SN SN,No disponible,212232,Mineria de zinc y plomo,31.2358333333333,-107.588888888889,1,0,1,1,1,8,1,5,31.2358333333333,-107.588888888889,8_5_2B_7439-92-1_2015
65298b9ebb426186d9047339,0,14.64,0,2011,79-01-6,0,8,0,CHIHUAHUA,,1,0,CORDIS DE MEXICO S.A. DE C.V.,CME9U0803711,0,0,0,Articulos y productos compuestos de diferentes materiales,0,Tricloroetileno,0,kg/año,Fabricacion de Productos Medicos,No disponible,Circuito Interior Norte,Parque Industrial Salvarcar,No disponible,No disponible,32575,37,1C,No aplica,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio",No disponible,No disponible,"31°37'29""",Juarez,"106°21'7""",0,Juarez,1820,No disponible,Parque Industrial Salvarcar,339111,"Produccion de equipos y/o articulos, medicos y/o quirurgicos",31.6247222222222,-106.351944444444,1,0,1,1,1,8,1,37,31.6247222222222,-106.351944444444,8_37_1_79-01-6_2011
65298b9ebb426186d904748e,0,5184,0,2011,79-01-6,0,8,3212,CHIHUAHUA,,1,0,CONTROLES DE TEMPERATURA S.A. DE C.V.,CTENR0803711,0,0,0,Metalurgica (incluye la siderurgica),0,Tricloroetileno,0,kg/año,MANUFACTURA DE TERMOSTATOS                  L.F. .-  ALF-08-037-038-93-02-04-05-08-08/2009,No disponible,AV. PROFR. RAMON RIVERA LARA,PARQUES INDUSTRIALES,No disponible,No disponible,32625,37,7T,No aplica,Moldeo por fundición de piezas de hierro y acero,No disponible,No disponible,"31°40'17""",No disponible,"106°30'1""",0,Juarez,6415,No disponible,PARQUE INDUSTRIAL RAMON RIVERA LARA,331510,Fundicion  y moldeo de piezas de hierro y acero,31.6713888888889,-106.500277777778,1,0,1,1,1,8,1,37,31.6713888888889,-106.500277777778,8_37_1_79-01-6_2011
65298b9fbb426186d9047a9b,0,2.7865,0,2011,7440-38-2,0,8,0,CHIHUAHUA,,1,0,GCC CEMENTO S.A. DE C.V. PLANTA SAMALAYUCA,GCE730803711,0,0,0,Cemento y Cal,0,Arsénico,0,kg/año,PRODUCCIÓN DE CEMENTO,No disponible,Km. 332 Carretera 45,No disponible,No disponible,No disponible,32730,37,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°24'52""",Ciudad Juárez,"106°26'57""",0,Juarez,SN,No disponible,No disponible,327310,Produccion de cemento,31.4144444444444,-106.449166666667,1,0,1,1,1,8,1,37,31.4144444444444,-106.449166666667,8_37_1_7440-38-2_2011
65298b9fbb426186d9047aa1,0,2140.0656,0,2011,71-43-2,0,8,0,CHIHUAHUA,,1,0,GCC CEMENTO S.A. DE C.V. PLANTA SAMALAYUCA,GCE730803711,0,0,0,Cemento y Cal,0,Benceno,0,kg/año,PRODUCCIÓN DE CEMENTO,No disponible,Km. 332 Carretera 45,No disponible,No disponible,No disponible,32730,37,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°24'52""",Ciudad Juárez,"106°26'57""",0,Juarez,SN,No disponible,No disponible,327310,Produccion de cemento,31.4144444444444,-106.449166666667,1,0,1,1,1,8,1,37,31.4144444444444,-106.449166666667,8_37_1_71-43-2_2011
65298b9fbb426186d9047aa2,0,1.1815,0,2011,7440-43-9,0,8,0,CHIHUAHUA,,1,0,GCC CEMENTO S.A. DE C.V. PLANTA SAMALAYUCA,GCE730803711,0,0,0,Cemento y Cal,0,Cadmio,0,kg/año,PRODUCCIÓN DE CEMENTO,No disponible,Km. 332 Carretera 45,No disponible,No disponible,No disponible,32730,37,73,No aplica,Fabricación de cemento y productos a base de cemento en plantas integradas,No disponible,No disponible,"31°24'52""",Ciudad Juárez,"106°26'57""",0,Juarez,SN,No disponible,No disponible,327310,Produccion de cemento,31.4144444444444,-106.449166666667,1,0,1,1,1,8,1,37,31.4144444444444,-106.449166666667,8_37_1_7440-43-9_2011
